Storage location;Material;Material Description;Batch;Unrestricted;Base Unit of Measure;Material type;Quality Inspection;Transit and Transfer;Restricted-Use Stock;Blocked;Descr. of Storage Loc.
1001;RS00X261EV1;SHEATH HOUSING 6FR;260306YW;45030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X261EV1;SHEATH HOUSING 6FR;260307YW;35030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X261EV1;SHEATH HOUSING 6FR;260308YW;50030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X261EV1;SHEATH HOUSING 6FR;260309YW;45030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X261EV1;SHEATH HOUSING 6FR;260310YW;40030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X261EV1;SHEATH HOUSING 6FR;260311YW;30030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X261EV1;SHEATH HOUSING 6FR;260312YW;40030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X261EV1;SHEATH HOUSING 6FR;260313YW;35030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X261EV1;SHEATH HOUSING 6FR;260314YW;25030.0;EA;ZROH;0;0;0;0.0;RM
3001;RS00X261EV1;SHEATH HOUSING 6FR;251212YW;971.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS00X261EV1;SHEATH HOUSING 6FR;251213YW;49773.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS00X261EV1;SHEATH HOUSING 6FR;251214YW;15030.0;EA;ZROH;0;0;0;0.0;Line IK F3
5003;RS00X261EV1;SHEATH HOUSING 6FR;251202YW;418.0;EA;ZROH;0;0;0;0.0;MM
5003;RS00X261EV1;SHEATH HOUSING 6FR;251208YW;150.0;EA;ZROH;0;0;0;0.0;MM
5004;RS00X261EV1;SHEATH HOUSING 6FR;251213YW;35.0;EA;ZROH;0;0;0;0.0;QA
5005;RS00X261EV1;SHEATH HOUSING 6FR;260226YW;2.0;EA;ZROH;0;0;0;0.0;QC
1001;RS00X281EV;SHEATH HOUSING 8FR;251027-4;4993.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X281EV;SHEATH HOUSING 8FR;260127-1;14993.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X281EV;SHEATH HOUSING 8FR;260127-3;19993.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X281EV;SHEATH HOUSING 8FR;260127-4;14993.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X281EV;SHEATH HOUSING 8FR;260127-5;19993.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X281EV;SHEATH HOUSING 8FR;260127-6;19993.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X281EV;SHEATH HOUSING 8FR;260127-7;14993.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X281EV;SHEATH HOUSING 8FR;260203-1;19993.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X281EV;SHEATH HOUSING 8FR;260203-2;19993.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X281EV;SHEATH HOUSING 8FR;260203-3;14993.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X281EV;SHEATH HOUSING 8FR;260203-4;14991.0;EA;ZROH;0;0;0;0.0;RM
3001;RS00X281EV;SHEATH HOUSING 8FR;251027-3;9759.0;EA;ZROH;0;0;0;0.0;Line IK F3
5003;RS00X281EV;SHEATH HOUSING 8FR;251020-7;150.0;EA;ZROH;0;0;0;0.0;MM
5005;RS00X281EV;SHEATH HOUSING 8FR;260203-4;2.0;EA;ZROH;0;0;0;0.0;QC
1001;RS00X311E;SHEATH HOUSING 11FR;250403-2;0.0;EA;ZROH;0;0;1670;0.0;RM
1001;RS00X311E;SHEATH HOUSING 11FR;251209;0.0;EA;ZROH;0;0;1650;0.0;RM
1001;RS00X611E;DILATOR HUB 11FR;250514;0.0;EA;ZROH;0;0;3250;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260114NS;3009.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260115NS;3709.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260203NS;1809.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260204NS;12609.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260205NS;13009.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260206NS;12409.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260207NS;4809.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260316NS;8109.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260317NS;12709.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260318NS;12209.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260319NS;11609.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X640EV2;DILATOR HUB 4FR;260320NS;10010.0;EA;ZROH;0;0;0;0.0;RM
3001;RS00X640EV2;DILATOR HUB 4FR;260112NS;2423.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS00X640EV2;DILATOR HUB 4FR;260113NS;11809.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS00X640EV2;DILATOR HUB 4FR;260114NS;9100.0;EA;ZROH;0;0;0;0.0;Line IK F3
5002;RS00X640EV2;DILATOR HUB 4FR;251129NS;314.0;EA;ZROH;0;0;0;0.0;ENG
5002;RS00X640EV2;DILATOR HUB 4FR;260112NS;186.0;EA;ZROH;0;0;0;0.0;ENG
3001;RS00X650EV;DILATOR HUB 5FR;250616T2;21.0;EA;ZROH;0;0;0;0.0;Line IK F3
1001;RS00X650EV1;DILATOR HUB 5FR;260130NS;22130.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260131NS;36030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260202NS;34530.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260203NS;36630.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260204NS;36929.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260205NS;38530.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260206NS;25130.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260207NS;37730.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260208NS;38330.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260209NS;34030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260210NS;37430.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260211NS;38230.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260212NS;33630.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260323NS;35230.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X650EV1;DILATOR HUB 5FR;260324NS;22030.0;EA;ZROH;0;0;0;0.0;RM
3001;RS00X650EV1;DILATOR HUB 5FR;260128NS;2070.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS00X650EV1;DILATOR HUB 5FR;260129NS;33430.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS00X650EV1;DILATOR HUB 5FR;260130NS;8000.0;EA;ZROH;0;0;0;0.0;Line IK F3
5002;RS00X650EV1;DILATOR HUB 5FR;260128NS;10024.0;EA;ZROH;0;0;0;0.0;ENG
1001;RS00X660EV1;DILATOR HUB 6FR;260128NS;10000.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260129NS;38730.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260130NS;39030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260131NS;39230.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260201NS;39130.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260202NS;9727.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260203NS;33830.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260204NS;38230.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260205NS;6330.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260206NS;37130.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260207NS;39830.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260208NS;37130.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260209NS;37730.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260210NS;38030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260211NS;37130.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260212NS;34930.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260223NS;34030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260224NS;40530.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260225NS;36530.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260310NS;21019.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260310NSA;4221.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260311NSA;10421.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260312NSA;25024.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260313NSA;32924.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260314NS;23630.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260314NSA;33930.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260315NS;40030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260315NSA;35630.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260316NS;36430.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260316NSA;34230.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260317NS;40530.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260317NSA;38430.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260318NS;38330.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260318NSA;35730.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260319NS;39230.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260319NSA;37330.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260320NS;38030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260320NSA;36030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260321NS;38030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260321NSA;12030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260322NS;40030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260323NS;41030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260324NS;40030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260325NS;40030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260326NS;39030.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260327NS;39530.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X660EV1;DILATOR HUB 6FR;260328NS;18530.0;EA;ZROH;0;0;0;0.0;RM
3001;RS00X660EV1;DILATOR HUB 6FR;260126NSA;22706.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS00X660EV1;DILATOR HUB 6FR;260127NS;40030.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS00X660EV1;DILATOR HUB 6FR;260128NS;27330.0;EA;ZROH;0;0;0;0.0;Line IK F3
5002;RS00X660EV1;DILATOR HUB 6FR;260123NS;20000.0;EA;ZROH;0;0;0;0.0;ENG
5002;RS00X660EV1;DILATOR HUB 6FR;260123NSA;10000.0;EA;ZROH;0;0;0;0.0;ENG
1001;RS00X670EV2;DILATOR HUB 7FR;260222NS;8210.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260223NS;11010.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260224NS;13510.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260225NS;12610.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260226NS;12510.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260227NS;12410.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260228NS;12710.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260301NS;12610.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260302NS;12410.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260303NS;12310.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260405NS;12010.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260406NS;12310.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260407NS;12010.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260408NS;12210.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X670EV2;DILATOR HUB 7FR;260409NS;7510.0;EA;ZROH;0;0;0;0.0;RM
3001;RS00X670EV2;DILATOR HUB 7FR;260210NS;5336.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS00X670EV2;DILATOR HUB 7FR;260211NS;12610.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS00X670EV2;DILATOR HUB 7FR;260212NS;10810.0;EA;ZROH;0;0;0;0.0;Line IK F3
1001;RS00X680EV2;DILATOR HUB 8FR;260312NSA;8110.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260313NSA;1410.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260325NSA;11410.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260326NSA;10510.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260327NSA;12010.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260328NSA;12010.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260329NSA;11510.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260330NSA;11510.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260331NSA;12110.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260401NSA;10910.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260402NSA;12010.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260403NSA;11310.0;EA;ZROH;0;0;0;0.0;RM
1001;RS00X680EV2;DILATOR HUB 8FR;260404NSA;4710.0;EA;ZROH;0;0;0;0.0;RM
3001;RS00X680EV2;DILATOR HUB 8FR;260311NSA;6047.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS00X680EV2;DILATOR HUB 8FR;260312NSA;4000.0;EA;ZROH;0;0;0;0.0;Line IK F3
1001;RS04X241V;ETFE TUBE (SHEATH) 4FR;251001VK;3088.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X241V;ETFE TUBE (SHEATH) 4FR;251002VK;2988.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X241V;ETFE TUBE (SHEATH) 4FR;251003VK;2938.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X241V;ETFE TUBE (SHEATH) 4FR;251004VK;2888.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X241V;ETFE TUBE (SHEATH) 4FR;251103VK;3038.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X241V;ETFE TUBE (SHEATH) 4FR;251104VK;3188.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X241V;ETFE TUBE (SHEATH) 4FR;251105VK;3188.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X241V;ETFE TUBE (SHEATH) 4FR;251106VK;2888.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X241V;ETFE TUBE (SHEATH) 4FR;251107VK;2988.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X241V;ETFE TUBE (SHEATH) 4FR;260203VK;1688.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X241V;ETFE TUBE (SHEATH) 4FR;260204VK;1988.0;EA;ZROH;0;0;0;0.0;RM
3001;RS04X241V;ETFE TUBE (SHEATH) 4FR;250930VK;2354.0;EA;ZROH;0;0;0;0.0;Line IK F3
3001;RS04X241V;ETFE TUBE (SHEATH) 4FR;251001VK;400.0;EA;ZROH;0;0;0;0.0;Line IK F3
5002;RS04X241V;ETFE TUBE (SHEATH) 4FR;250929VK;60.0;EA;ZROH;0;0;0;0.0;ENG
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250917VJ;2738.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250918VJ;2988.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250919VJ;2988.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250920VJ;2738.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250921VJ;2738.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250922VJ;2888.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250923VJ;2688.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250924VJ;2938.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250925VJ;2938.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250927VJ;1888.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250929VJ;3188.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;250930VJ;3188.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251001VJ;2288.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251002VJ;2488.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251003VJ;2338.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251004VJ;2038.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251006VJ;2388.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251007VJ;2138.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251008VJ;2388.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251009VJ;2388.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251010VJ;2038.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251011VJ;2338.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251025VJ;2338.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251030VJ;2438.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251031VJ;2488.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251101VJ;1988.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251103VJ;3138.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251104VJ;3338.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251105VJ;3288.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251106VJ;2388.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251107VJ;2238.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251110VJ;2288.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251111VJ;2388.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251112VJ;2038.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251113VJ;2438.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251114VJ;2238.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251115VJ;2088.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251116VJ;2388.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251117VJ;2288.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251118VJ;2088.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251119VJ;2338.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251120VJ;2238.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251121VJ;2038.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251122VJ;2288.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251123VJ;2338.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251124VJ;2338.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251125VJ;2088.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251126VJ;2338.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251127VJ;2238.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251128VJ;2088.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;251129VJ;1988.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260105VJ;2488.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260106VJ;2538.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260107VJ;2488.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260108VJ;2288.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260109VJ;2588.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260110VJ;2438.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260111VJ;2338.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260112VJ;2638.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260113VJ;2538.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260114VJ;2388.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260115VJ;2638.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260116VJ;2538.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260117VJ;2338.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260202VJ;2088.0;EA;ZROH;0;0;0;0.0;RM
1001;RS04X251V;ETFE TUBE (SHEATH) 5FR;260203VJ;2488.0;EA;ZROH;0;0;0;0.0;RM
