Storage location;Material;Material Description;Batch;Unrestricted;Base Unit of Measure;Material type;Quality Inspection;Transit and Transfer;Restricted-Use Stock;Blocked;Descr. of Storage Loc.
2001;28-33-0651-19;Leg Sewn Graft Components;25121475;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121476;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121477;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121478;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121479;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121480;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121481;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121482;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121484;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121511;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121512;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121513;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121514;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121515;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121516;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121517;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121518;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121519;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121520;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121521;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121522;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121523;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121524;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121525;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;25121526;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;26011280;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406007;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406008;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406009;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406010;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406011;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406012;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406013;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406014;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406015;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406016;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406017;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406018;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260406019;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407007;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407008;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407009;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407010;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407011;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407012;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407013;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407014;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407015;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407016;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407017;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407018;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260407019;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408006;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408007;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408008;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408009;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408010;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408011;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408012;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408013;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408014;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408015;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408016;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408017;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260408018;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409001;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409002;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409003;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409004;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409005;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409006;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409007;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409008;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409009;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409010;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409011;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409012;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260409013;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260410001;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260410002;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260410003;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260410004;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260410005;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260410006;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260410007;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260410008;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260410009;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260410010;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-19;Leg Sewn Graft Components;T260410011;0.0;EA;ZHAL;1;0;0;0.0;FG
3008;28-33-0651-19;Leg Sewn Graft Components;T260504014;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260504015;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260504016;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260504017;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260504018;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260513001;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260513002;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260513003;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260513004;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260513005;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260513006;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260513007;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260513008;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260513009;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-19;Leg Sewn Graft Components;T260513010;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
2001;28-33-0651-20;Leg Sewn Graft Components;25101122;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101123;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101124;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101125;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101126;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101127;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101128;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101154;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101155;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101156;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101157;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101158;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101159;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101160;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101161;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101162;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101163;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101189;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101190;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101191;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25101192;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111473;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111474;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111475;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111476;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111477;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111478;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111479;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111480;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111481;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111482;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111483;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111484;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111515;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111516;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111517;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111518;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111519;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111520;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111521;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111522;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111523;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111524;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111557;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111558;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111559;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111560;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111561;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111562;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111563;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111564;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111565;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111566;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111719;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111720;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111721;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111722;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111723;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111724;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111725;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111726;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111727;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111728;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111745;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111746;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111747;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111748;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111749;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111750;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111751;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25111752;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121485;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121486;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121487;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121488;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121489;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121490;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121491;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121492;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121527;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121528;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121529;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121530;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121531;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121532;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121563;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121564;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121565;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121566;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121567;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121568;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121569;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121570;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121571;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121572;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121573;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121574;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121575;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121576;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121577;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121578;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121579;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121580;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121734;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121735;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121736;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121737;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121738;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121739;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121740;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121741;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121742;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121743;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121744;1.0;EA;ZHAL;0;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121745;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;25121746;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010841;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010842;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010843;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010844;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010845;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010846;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010847;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010848;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010849;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010850;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010851;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010852;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010853;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010854;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26010855;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26011005;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26011006;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26011007;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26011008;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26011009;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26011010;0.0;EA;ZHAL;1;0;0;0.0;FG
2001;28-33-0651-20;Leg Sewn Graft Components;26011011;0.0;EA;ZHAL;1;0;0;0.0;FG
3008;28-33-0651-20;Leg Sewn Graft Components;26011012;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-20;Leg Sewn Graft Components;26011013;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-20;Leg Sewn Graft Components;26011014;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-20;Leg Sewn Graft Components;26011015;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-20;Leg Sewn Graft Components;26011016;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-20;Leg Sewn Graft Components;26011017;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-20;Leg Sewn Graft Components;26011018;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
3008;28-33-0651-20;Leg Sewn Graft Components;26011019;1.0;EA;ZHAL;0;0;0;0.0;Line Treo
